Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-March-2022,242.80,243.90,237.50,239.55,240.248559329190779706,1799856,24596,432412811.00,768000,42.67,6.40,-3.25
25-March-2022,240.00,244.20,239.20,241.35,241.582120235939533978,3261005,30479,787800502.00,1282737,39.34,5.00,1.35
24-March-2022,234.75,241.00,232.85,239.55,238.525051118746825241,3409708,36769,813300775.00,1633158,47.90,8.15,4.80
23-March-2022,232.90,237.45,231.70,234.40,235.188734272097584555,1795694,14073,422326999.00,371705,20.70,5.75,1.50
22-March-2022,229.70,231.90,226.30,231.30,229.069141196439574239,1535322,19201,351694892.00,584746,38.09,5.60,1.60
21-March-2022,233.00,233.50,227.40,228.00,231.037621170009754161,1552158,21311,358606892.00,579939,37.36,6.10,-5.00
17-March-2022,233.30,233.90,231.30,231.75,232.380565133318578401,686776,7347,159593395.00,140637,20.48,2.60,-1.55
16-March-2022,229.40,231.85,229.05,230.40,230.243757525238492173,1295640,15816,298313022.00,524870,40.51,2.80,1.00
15-March-2022,231.90,233.35,225.35,227.40,229.813427443797398512,1065698,9841,244911710.00,225579,21.17,8.00,-4.50
14-March-2022,232.00,234.65,230.50,231.50,232.037357867693946797,1524284,19999,353690832.00,640007,41.99,4.15,-0.50
11-March-2022,232.35,234.20,230.20,233.15,232.898416218309597211,1828156,21281,425774637.00,801958,43.87,4.00,0.80
10-March-2022,234.55,235.95,229.90,232.30,233.215321936303842873,2966270,33838,691779613.00,1016494,34.27,6.05,-2.25
9-March-2022,229.90,231.10,226.20,229.25,228.383536371546943387,3079880,33588,703393886.00,1036979,33.67,4.90,-0.65
8-March-2022,217.35,227.80,215.00,227.00,224.586267360321584766,4815651,43178,1081529083.00,1529223,31.76,12.80,9.65
7-March-2022,214.35,219.60,212.25,216.25,215.374532374100719424,3780800,60063,814288032.00,837975,22.16,7.35,1.90
4-March-2022,225.05,226.45,220.75,221.45,223.412605682772500255,2949511,33998,658957938.00,711375,24.12,5.70,-3.60
3-March-2022,229.35,230.50,225.85,226.60,227.843217989318565762,1628433,12050,371027415.00,223789,13.74,4.65,-2.75
2-March-2022,221.30,227.20,218.30,225.40,225.091056485604460428,3363264,35213,757040647.00,1162906,34.58,8.90,4.10
28-February-2022,217.70,224.40,214.10,223.05,219.266096125576551900,3755733,42984,823504913.00,916938,24.41,10.30,5.35
25-February-2022,208.20,221.00,208.20,220.05,217.980285116357995783,6181827,67245,1347516412.00,1639120,26.52,12.80,11.85
24-February-2022,211.20,216.05,203.30,204.35,209.118015759105202956,8646430,156061,1808124285.00,3128905,36.19,12.75,-6.85
23-February-2022,226.05,226.85,220.50,221.20,223.691565409977668225,1518912,13164,339767803.00,335097,22.06,6.35,-4.85
22-February-2022,210.00,224.70,210.00,222.60,221.504479038081383935,3922494,47489,868849990.00,1114411,28.41,14.70,12.60
21-February-2022,224.10,227.55,222.30,225.00,224.853303797573682929,2764107,33724,621518591.00,967367,35.00,5.25,0.90
18-February-2022,227.20,230.00,224.55,225.80,227.719722207785989834,2443697,29409,556478002.00,634375,25.96,5.45,-1.40
17-February-2022,233.50,233.80,227.00,227.75,230.684470243312809016,2799606,35377,645825627.00,806092,28.79,6.80,-5.75
16-February-2022,233.40,236.75,230.25,231.40,234.175723123048147359,3813044,42595,892922336.00,1204138,31.58,6.50,-2.00
15-February-2022,223.30,232.00,218.80,230.40,224.626198301200728114,4965154,63615,1115303667.00,1001286,20.17,13.20,7.10
14-February-2022,225.40,226.95,215.00,220.50,223.232525319215379116,5495036,103045,1226670763.00,1869795,34.03,11.95,-4.90
11-February-2022,239.95,242.00,230.35,232.30,236.985681518578187728,3340019,54327,791536679.00,1046244,31.32,11.65,-7.65
10-February-2022,238.90,244.45,234.20,241.30,240.623940262206938905,2950494,27412,709959492.00,486480,16.49,10.25,2.40
9-February-2022,237.90,238.90,232.70,237.95,236.464127430600235244,2758835,22999,652365511.00,498552,18.07,6.20,0.05
8-February-2022,252.70,253.75,232.70,234.75,238.189488126076174445,8179436,128152,1948255674.00,2627770,32.13,21.05,-17.95
7-February-2022,256.40,256.80,250.55,251.85,253.835261860479512836,3327669,40091,844679732.00,832548,25.02,6.25,-4.55
4-February-2022,253.50,257.85,253.00,254.35,255.542096526474192897,4189835,41985,1070679220.00,1345997,32.13,4.85,0.85
3-February-2022,250.85,254.30,249.30,252.85,251.533672508965417570,3307431,34065,831930266.00,1325817,40.09,5.00,2.00
2-February-2022,251.90,255.00,249.30,250.60,251.546165087031096970,1929770,17393,485426243.00,604459,31.32,5.70,-1.30
1-February-2022,249.90,256.30,244.70,249.80,251.031862526894309576,8929863,81225,2241680141.00,2740294,30.69,11.60,-0.10
31-January-2022,247.90,249.50,245.25,246.05,247.353663956308290920,2895927,31811,716318154.00,917587,31.69,4.25,-1.85
28-January-2022,244.30,249.90,242.90,244.05,246.572237388037200633,3940148,42348,971531108.00,1584491,40.21,7.00,-0.25
27-January-2022,235.60,242.25,232.65,241.05,236.824306728607986823,4014337,47294,950692577.00,931666,23.21,9.60,5.45
25-January-2022,226.05,240.85,222.80,238.85,233.650583343979154001,4610573,58673,1077263071.00,1073829,23.29,18.05,12.80
24-January-2022,242.10,243.85,226.70,229.55,233.312154247491099400,6200425,95012,1446634514.00,1942060,31.32,17.15,-12.55
21-January-2022,245.55,250.75,238.55,242.05,245.695588895073412132,3983061,46841,978620518.00,1224993,30.76,12.20,-3.50
20-January-2022,250.00,252.05,245.20,248.65,248.480100531400288834,3993976,42513,992423558.00,1498425,37.52,6.85,-1.35
19-January-2022,238.65,249.75,236.35,248.50,241.719517622610201862,2745734,20271,663697498.00,385208,14.03,13.40,9.85
18-January-2022,250.20,250.60,237.85,239.05,244.867856820352021887,4163832,52640,1019588618.00,1752888,42.10,12.75,-11.15
17-January-2022,245.95,249.25,245.20,247.85,247.555270011031421759,1545585,16244,382617712.00,424051,27.44,4.05,1.90
14-January-2022,243.95,248.50,242.50,244.20,245.983670299290463129,2250623,19498,553616506.00,529120,23.51,6.00,0.25
13-January-2022,239.20,246.60,236.50,245.25,241.004862995501303121,3579481,21745,862672328.00,589992,16.48,10.10,6.05
12-January-2022,235.10,239.60,234.35,237.65,237.111686497949894261,3518599,37944,834300943.00,1782350,50.66,5.25,2.55
11-January-2022,233.00,236.70,231.90,233.10,234.012220619283906061,1851461,15967,433264500.00,436661,23.58,4.80,0.10
10-January-2022,231.30,233.45,230.40,231.70,231.895032540814632725,1451869,14839,336681209.00,401194,27.63,3.05,0.40
7-January-2022,230.50,232.90,227.15,229.70,230.138858094555504565,2133329,18610,490961900.00,558304,26.17,5.75,-0.80
6-January-2022,220.20,229.70,219.70,228.40,225.127242871087126241,3582629,38751,806547389.00,1828362,51.03,10.00,8.20
5-January-2022,226.30,226.65,223.05,223.55,224.121126250429807199,1253469,10939,280928884.00,286117,22.83,3.60,-2.75
4-January-2022,224.80,228.40,221.00,226.25,224.828449665310551174,1835881,15313,412758279.00,368828,20.09,7.40,1.45
3-January-2022,221.40,223.95,216.10,223.35,221.613560917770820034,1187486,12562,263163001.00,274073,23.08,7.85,1.95
31-December-2021,218.55,221.95,218.40,220.90,220.691484641971928761,1636408,20412,361141311.00,743892,45.46,3.55,2.35
30-December-2021,219.15,221.05,217.10,218.35,218.912449336488015636,972100,8242,212804792.00,200686,20.64,3.95,-0.80
29-December-2021,221.30,223.20,218.90,219.40,220.934606999246908324,1087517,9167,240270141.00,240228,22.09,4.30,-1.90
28-December-2021,219.00,222.20,218.30,221.55,220.581208880400268308,2441962,25386,538650930.00,1004780,41.15,3.90,2.55
27-December-2021,216.25,217.75,213.75,217.35,215.995246085732428287,1938613,24769,418731192.00,616471,31.80,4.00,1.10
24-December-2021,219.40,219.45,214.15,216.85,216.008234733066315149,1262336,10969,272674971.00,189587,15.02,5.30,-2.55
23-December-2021,220.30,221.25,217.40,218.00,219.168849589405966221,2020609,23579,442854550.00,671043,33.21,3.85,-2.30
22-December-2021,214.95,218.55,212.90,218.00,215.528031364736186975,2361123,27005,508888192.00,819097,34.69,5.65,3.05
21-December-2021,212.50,216.20,209.80,211.95,213.476128408183006455,3266770,42988,697377412.00,748688,22.92,6.40,-0.55
20-December-2021,210.65,211.85,202.80,209.10,207.732672000579789289,6291941,109595,1307041716.00,2004086,31.85,9.05,-1.55
17-December-2021,222.90,222.90,214.00,215.80,216.721882441769569487,4688485,82502,1016097295.00,1539753,32.84,8.90,-7.10
16-December-2021,230.10,230.15,219.25,221.95,222.641872081490856270,4514077,58407,1005022554.00,1433331,31.75,10.90,-8.15
15-December-2021,229.15,232.30,227.00,227.90,229.762215608740894901,2402500,25572,552003723.00,745564,31.03,5.30,-1.25
14-December-2021,230.40,230.40,225.65,229.05,227.940723792122019178,1471113,13326,335326562.00,312722,21.26,4.75,-1.35
13-December-2021,230.10,236.55,229.10,230.20,233.161516102109534636,2606025,18319,607624740.00,597862,22.94,7.45,0.10
10-December-2021,226.00,229.80,225.50,227.85,227.657013037501909112,1440460,11285,327930821.00,244657,16.98,4.30,1.85
9-December-2021,230.00,231.00,226.85,227.65,228.296736606349770322,1891344,12535,431787663.00,577004,30.51,4.15,-2.35
8-December-2021,228.35,230.80,227.00,229.35,228.579246774355149342,2245675,16072,513314700.00,454775,20.25,3.80,1.00
7-December-2021,223.50,227.70,222.70,226.40,224.806599636678261957,3388732,36285,761809318.00,1110128,32.76,5.00,2.90
6-December-2021,225.30,226.50,220.20,220.90,223.487195963589991079,3731831,44493,834016446.00,1056145,28.30,6.30,-4.40
3-December-2021,226.85,228.35,224.40,225.60,226.124279432997529297,3057835,20790,691450736.00,359140,11.74,3.95,-1.25
2-December-2021,231.90,231.90,221.25,226.35,224.816863983820462053,5476547,35093,1231220122.00,1205147,22.01,10.65,-5.55
1-December-2021,220.00,227.35,215.05,225.20,220.252427570157135538,6494457,60036,1430419920.00,1286535,19.81,12.30,5.20
30-November-2021,222.50,228.20,213.20,216.80,222.348126317678306124,8069591,74087,1794258439.00,2194490,27.19,15.00,-5.70
29-November-2021,224.15,226.80,213.30,218.65,221.106629453010476071,6911083,45005,1528086268.00,1595383,23.08,13.50,-5.50
26-November-2021,237.55,240.25,225.85,227.30,231.374012375517497723,9768642,126207,2260209895.00,3443644,35.25,14.40,-10.25
25-November-2021,239.80,244.30,234.00,242.85,239.298189038338086608,5243402,49037,1254736603.00,1595644,30.43,10.30,3.05
24-November-2021,240.00,246.65,237.45,238.90,243.232413029381556724,5303429,40589,1289965833.00,1395859,26.32,9.20,-1.10
23-November-2021,224.50,237.80,222.05,236.95,233.257442660641286601,4419085,32249,1030784466.00,520881,11.79,15.75,12.45
22-November-2021,239.90,239.90,224.15,227.60,228.906621955034075849,5127972,47863,1173826748.00,989283,19.29,15.75,-12.30
18-November-2021,250.60,252.20,232.45,236.95,239.576570408342631635,9489188,108948,2273387117.00,2407329,25.37,19.75,-13.65
17-November-2021,245.90,252.50,243.15,249.90,249.758311550390686356,4265570,32060,1065361561.00,754434,17.69,9.35,4.00
16-November-2021,243.15,247.50,241.40,244.35,245.301559240123111508,6035504,56858,1480518542.00,2287500,37.90,6.10,1.20
15-November-2021,242.00,244.00,239.45,241.65,241.647035199143896913,4743354,44705,1146217431.00,1892113,39.89,4.55,-0.35
12-November-2021,242.00,242.50,236.00,239.95,238.731452297301072865,4581376,45434,1093718546.00,1094534,23.89,6.50,-2.05
11-November-2021,237.90,241.25,235.55,239.80,238.538563804844425430,6131047,51704,1462491146.00,1450433,23.66,5.70,1.90
10-November-2021,241.90,241.90,236.35,237.00,238.284874573022507005,5945571,62084,1416739640.00,1453620,24.45,5.55,-4.90
9-November-2021,237.10,248.00,234.70,242.00,243.422531090300473812,11798133,102298,2871931397.00,3530830,29.93,13.30,4.90
8-November-2021,233.20,235.70,228.80,234.55,233.066841421641538275,3395230,27538,791315532.00,572364,16.86,6.90,1.35
4-November-2021,232.90,233.35,230.70,231.35,231.721753523452883455,1095942,24036,253953602.00,590953,53.92,2.65,-1.55
3-November-2021,230.20,231.00,226.30,228.70,228.449616870078779407,4513743,27214,1031162859.00,1128594,25.00,4.70,-1.50
2-November-2021,227.50,234.95,227.25,228.45,230.546009347906723806,9937198,84961,2290981343.00,2571945,25.88,7.70,0.95
1-November-2021,219.80,225.15,214.40,223.05,219.093386368416665877,4331221,32827,948941876.00,784948,18.12,10.75,3.25
29-October-2021,210.00,217.75,201.20,214.25,211.559707585616443262,13960052,122131,2953384519.00,2125317,15.22,16.55,4.25
28-October-2021,225.15,225.15,216.75,218.05,220.055333863896589711,5166836,37885,1136989821.00,792395,15.34,8.40,-7.10
27-October-2021,231.50,232.85,222.60,224.15,227.422618847877715194,8403726,71222,1911197375.00,1488291,17.71,10.25,-7.35
26-October-2021,215.00,232.40,214.40,225.35,225.779640388897535836,9855758,63264,2225229497.00,1826766,18.54,18.00,10.35
25-October-2021,225.00,225.00,208.00,213.60,214.262645399613807249,12059781,131376,2583960580.00,2690633,22.31,17.00,-11.40
22-October-2021,228.75,233.85,216.10,222.15,224.282910379910554714,8300717,67777,1861708967.00,994400,11.98,17.75,-6.60
21-October-2021,234.00,234.45,220.55,226.05,227.836934312797017242,11720700,117442,2670408356.00,2139251,18.25,13.90,-7.95
20-October-2021,225.00,236.40,217.35,230.45,228.137189353338623479,24263982,210356,5535516656.00,4732077,19.50,19.05,5.45
19-October-2021,269.70,269.70,218.75,230.55,244.961621987306386978,18632205,163726,4564175158.00,4521716,24.27,50.95,-39.15
18-October-2021,232.00,264.55,223.20,257.25,252.778307460304551440,21198652,184644,5358559373.00,3233921,15.26,41.35,25.25
14-October-2021,235.10,236.25,220.70,222.45,225.373151888754410380,10485773,83183,2363211711.00,2176103,20.75,15.55,-12.65
13-October-2021,201.90,232.40,200.00,224.15,218.625042834889457912,23243319,153286,5081571612.00,3559828,15.32,32.40,22.25
12-October-2021,195.00,198.70,189.85,195.80,194.478935708565370669,11176901,94265,2173671811.00,2605387,23.31,8.85,0.80
11-October-2021,178.45,193.70,177.10,191.55,188.248673044955243979,14225237,118678,2677881989.00,4014384,28.22,16.60,13.10
8-October-2021,181.20,181.20,175.00,176.90,177.182221189690965415,4838164,51272,857236644.00,1527086,31.56,6.20,-4.30
7-October-2021,178.65,184.00,176.90,177.80,180.256649101325589280,5306093,35847,956458544.00,1256386,23.68,7.10,-0.85
6-October-2021,183.70,183.70,172.75,175.90,176.978976301416044073,8284841,54011,1466242679.00,1677474,20.25,10.95,-7.80
5-October-2021,169.05,184.80,168.35,179.35,178.705408625642071200,17254901,114427,3083544134.00,2962945,17.17,16.45,10.30
4-October-2021,166.45,172.50,164.00,168.65,168.561061607482351389,6945731,43178,1170779791.00,1526582,21.98,8.50,2.20
1-October-2021,158.95,165.00,156.60,163.75,161.024913952353193609,7594339,38158,1222877784.00,940657,12.39,8.40,4.80
30-September-2021,152.70,161.15,151.25,158.70,156.564055717510433020,10597602,70127,1659203550.00,1874469,17.69,9.90,6.00
29-September-2021,139.95,155.20,138.80,151.65,149.815531555333447159,14027185,89317,2101490177.00,4397209,31.35,16.40,11.70
28-September-2021,140.20,142.80,139.10,140.05,140.826315670309081698,3533370,27462,497591479.00,882633,24.98,3.70,-0.15
27-September-2021,139.40,140.90,136.75,138.75,138.288515471133659811,1940097,25881,268293134.00,641065,33.04,4.15,-0.65
24-September-2021,145.00,145.40,138.75,139.10,143.170140316674270889,13584558,32432,1944903075.00,11783894,86.74,6.65,-5.90
23-September-2021,139.45,144.90,138.90,143.65,142.747279525368161477,2812285,19602,401446033.00,777750,27.66,6.00,4.20
22-September-2021,137.30,139.60,136.40,137.80,137.991332193869664156,2503517,21879,345463646.00,904363,36.12,3.20,0.50
21-September-2021,134.90,136.30,131.20,135.85,133.962958590868119746,3371551,33354,451662947.00,1034370,30.68,5.10,0.95
20-September-2021,137.80,139.35,133.35,134.45,136.911755441549233664,2619153,28108,358592835.00,794344,30.33,6.00,-3.35
17-September-2021,140.75,141.45,136.10,137.90,138.530080444991036149,2895519,27535,401116480.00,1040131,35.92,5.35,-2.85
16-September-2021,140.45,142.00,138.50,140.25,139.944524509268686434,1749277,15093,244801738.00,452720,25.88,3.50,-0.20
15-September-2021,133.25,142.30,132.95,139.95,139.665022890263078960,8251325,60103,1152421495.00,3248067,39.36,9.35,6.70
14-September-2021,131.80,133.25,131.35,133.00,132.369193193525796555,866763,7845,114732719.00,278237,32.10,1.90,1.20
13-September-2021,133.00,133.00,130.40,131.00,131.168744516623538690,1578635,19715,207067571.00,687143,43.53,2.60,-2.00
9-September-2021,133.30,134.30,131.75,132.75,132.816366812864043070,1508235,8792,200318293.00,570526,37.83,2.55,-0.55
8-September-2021,130.90,133.45,129.50,133.20,131.994598737356407338,2171159,19487,286581261.00,875684,40.33,3.95,2.30
7-September-2021,132.50,132.50,129.30,130.05,131.115248566126634574,2671261,25223,350243050.00,1580464,59.17,3.20,-2.45
6-September-2021,134.55,134.65,131.95,132.15,133.209249456280009666,2284264,17974,304285093.00,1160915,50.82,2.70,-2.40
3-September-2021,134.40,135.40,133.25,133.85,134.130283369218097481,2629714,25605,352724284.00,1078910,41.03,2.15,-0.55
2-September-2021,134.45,134.75,132.65,133.60,133.614026023191210298,2461881,11649,328941832.00,1235268,50.18,2.10,-0.85
1-September-2021,129.70,134.25,128.70,133.40,131.758695492792613669,3314447,24263,436707213.00,1573817,47.48,5.55,3.70
31-August-2021,131.40,131.40,128.25,129.05,129.182522879608146429,1861920,13355,240527523.00,853222,45.82,3.15,-2.35
30-August-2021,128.20,130.10,128.05,129.10,129.020497858784572071,1145144,7696,147747049.00,323538,28.25,2.05,0.90
27-August-2021,126.25,127.60,125.20,127.20,126.813514216024764160,1904365,16521,241499218.00,731601,38.42,2.40,0.95
26-August-2021,126.75,126.75,124.55,125.70,125.506659377996258302,1732369,15552,217423846.00,784629,45.29,2.20,-1.05
25-August-2021,126.40,127.50,125.50,126.10,126.743653704928750582,2196439,18319,278384704.00,1228073,55.91,2.00,-0.30
24-August-2021,125.00,126.60,123.70,125.90,124.935241812156528727,2267111,25911,283242061.00,763565,33.68,2.90,0.90
23-August-2021,126.40,127.85,121.75,124.95,124.706845540374645623,3962945,36790,494206370.00,1480648,37.36,6.10,-1.45
20-August-2021,129.40,130.25,125.30,126.40,128.349966773115758772,2383612,18399,305936521.00,979982,41.11,4.95,-3.00
18-August-2021,131.95,131.95,130.10,130.40,130.769117677403379898,969260,5776,126749275.00,178609,18.43,1.85,-1.55
17-August-2021,132.40,133.00,128.55,131.05,130.817496959292382722,1518561,8661,198654349.00,288085,18.97,4.45,-1.35
16-August-2021,132.75,134.10,131.70,132.05,132.667123901508069039,1240792,7540,164612306.00,277899,22.40,2.40,-0.70
13-August-2021,134.40,134.60,132.00,132.55,133.455595708001608821,2284903,18409,304933091.00,759894,33.26,2.60,-1.85
12-August-2021,130.45,134.20,130.00,133.65,132.180727014040617904,1773996,9442,234488081.00,267174,15.06,4.20,3.20
11-August-2021,130.25,131.65,126.55,129.50,128.707425696712054136,1921382,10385,247296131.00,249949,13.01,5.10,-0.75
10-August-2021,132.70,133.80,127.10,130.05,131.144688624024933523,3633983,26574,476577569.00,1056602,29.08,6.70,-2.65
9-August-2021,137.90,137.90,130.35,132.05,132.508754935531383781,4299689,23160,569746436.00,1151054,26.77,7.55,-5.85
6-August-2021,135.40,136.80,134.30,135.15,135.697111719829184140,6047682,37221,820652980.00,1604459,26.53,2.50,-0.25
5-August-2021,132.35,135.40,129.55,134.55,132.338154193776249664,3760048,25696,497597812.00,1559361,41.47,5.85,2.20
4-August-2021,133.35,134.65,130.10,131.65,132.306761733404792894,2612200,12374,345611723.00,462945,17.72,4.55,-1.70
3-August-2021,134.45,135.55,132.20,132.55,133.583686326044595026,3853479,20692,514761930.00,821200,21.31,3.35,-1.90
2-August-2021,126.70,133.95,125.50,133.45,130.880463965536619135,6690928,31218,875711761.00,1562653,23.35,8.45,6.75
30-July-2021,122.55,126.60,122.35,125.00,125.058090149506294929,4011403,29281,501658398.00,2195345,54.73,4.25,2.45
29-July-2021,120.55,123.95,120.55,122.80,122.119335581526940585,2239131,14699,273441190.00,790879,35.32,3.40,2.25
28-July-2021,121.80,121.80,118.40,120.40,120.109329724449210587,1633746,9579,196228137.00,361772,22.14,3.40,-1.40
27-July-2021,122.65,123.75,120.25,121.10,121.978170427603388821,2199585,21379,268301354.00,685789,31.18,3.50,-1.55
26-July-2021,123.40,123.75,122.10,122.65,122.958060272985269606,1109950,7891,136477299.00,235195,21.19,1.65,-0.75
23-July-2021,125.00,125.45,122.60,122.90,124.023556434730837926,1301725,8959,161444564.00,325741,25.02,2.85,-2.10
22-July-2021,123.75,124.35,122.40,123.65,123.111854395441871104,1521326,10637,187293265.00,405369,26.65,1.95,-0.10
20-July-2021,125.95,126.35,121.20,121.75,123.666766733303333639,4926717,19947,609271162.00,824710,16.74,5.15,-4.20
19-July-2021,126.65,128.40,124.65,125.75,126.943658596597345745,4681992,25140,594349194.00,1039440,22.20,3.75,-0.90
16-July-2021,125.50,125.50,123.65,124.15,124.217795394353721309,896378,6145,111346099.00,274076,30.58,1.85,-1.35
15-July-2021,125.05,126.45,124.15,124.40,125.091351285988633423,3076388,19298,384829532.00,1214052,39.46,2.30,-0.65
14-July-2021,125.20,126.05,124.10,124.60,124.865013610095800190,1746865,8349,218122322.00,278669,15.95,1.95,-0.60
13-July-2021,124.30,125.30,122.95,124.00,124.210572085059819976,1144183,6861,142119625.00,263388,23.02,2.35,-0.30
12-July-2021,126.40,126.40,123.50,123.80,124.640940247674211000,2358017,19455,293905456.00,759760,32.22,2.90,-2.60
9-July-2021,123.20,124.90,121.80,124.50,123.856809955292968347,1795467,10636,222380815.00,312716,17.42,3.10,1.30
8-July-2021,124.20,126.80,122.50,123.35,124.678025191282085139,3407925,20613,424893359.00,915516,26.86,4.30,-0.85
7-July-2021,123.00,124.50,122.15,123.85,123.347344163326246774,1540475,7736,190013500.00,251414,16.32,2.35,0.85
6-July-2021,126.45,126.50,122.00,123.00,124.896897080103473131,4081446,28931,509759941.00,1325083,32.47,4.50,-3.45
5-July-2021,122.30,126.90,121.80,125.90,125.329558289100128056,8006617,52096,1003465772.00,3528078,44.06,5.10,3.60
2-July-2021,121.35,122.60,120.70,120.95,121.650725736651896294,3245461,18751,394812686.00,784444,24.17,1.90,-0.40
1-July-2021,123.15,123.15,121.00,121.35,121.615200678162648944,1362505,7162,165701319.00,278027,20.41,2.15,-1.80
30-June-2021,123.90,123.90,121.65,122.10,122.798916256578954401,1870738,9220,229724599.00,291537,15.58,2.25,-1.80
29-June-2021,123.00,124.65,121.75,122.80,123.300603173495862062,3899044,20884,480754477.00,1140121,29.24,2.90,-0.20
28-June-2021,122.20,123.50,120.85,122.65,122.276969092822887943,1973231,9323,241280706.00,304542,15.43,2.65,0.45
25-June-2021,119.60,122.50,119.60,121.10,121.456097744652389140,4488266,20423,545127274.00,1167144,26.00,2.90,1.50
24-June-2021,121.00,121.45,118.25,118.90,119.687061885201858794,2921894,24364,349712908.00,780263,26.70,3.20,-2.10
23-June-2021,122.25,123.20,120.55,120.80,122.051555066414170268,2091647,9989,255288769.00,339896,16.25,2.65,-1.45
22-June-2021,124.10,125.10,120.05,121.40,123.114993458206950229,3258281,17212,401143244.00,750077,23.02,5.05,-2.70
21-June-2021,118.50,124.00,118.00,123.25,121.732059276128258797,4185631,17363,509525481.00,594095,14.19,6.00,4.75
18-June-2021,124.10,124.75,117.00,121.40,120.637321637057300763,4683428,22220,564996210.00,743040,15.87,7.75,-2.70
17-June-2021,124.00,126.85,122.20,123.90,124.641986948775765662,8595209,36303,1071323928.00,1618257,18.83,4.65,-0.10
16-June-2021,122.15,127.90,120.20,125.95,124.065065090917839256,5653016,22748,701341798.00,643681,11.39,7.70,3.80
15-June-2021,124.90,125.65,121.75,122.10,123.245836936066324195,4128810,33607,508858644.00,1268252,30.72,3.90,-2.80
14-June-2021,126.85,126.85,116.60,123.45,121.581350141267210300,5952903,31491,723761984.00,1057611,17.77,10.25,-3.40
11-June-2021,129.70,129.70,124.30,125.65,126.285272045733666517,7180006,46627,906729011.00,2228027,31.03,5.40,-4.05
10-June-2021,128.80,130.35,125.00,127.60,127.607210354946892335,13005185,70160,1659555378.00,2749072,21.14,5.35,-1.20
9-June-2021,121.40,132.50,119.00,124.65,125.949931867883771699,26133050,108605,3291455867.00,3653726,13.98,13.50,3.25
8-June-2021,114.60,119.20,114.00,117.00,117.146807231350305425,6853879,32981,802910042.00,1496978,21.84,5.20,2.40
7-June-2021,109.35,115.00,108.35,113.30,113.232360090841348152,6193215,25122,701272351.00,1106525,17.87,6.65,3.95
4-June-2021,109.85,109.85,106.95,108.10,107.997534728874397689,1383215,6971,149383810.00,295176,21.34,2.90,-1.75
3-June-2021,110.25,110.50,107.90,108.55,109.056292021763791272,2544961,13588,277544010.00,666393,26.18,2.60,-1.70
2-June-2021,104.60,108.35,104.45,108.05,107.015491501767963971,3340283,19342,357462027.00,1965978,58.86,3.90,3.45
1-June-2021,106.70,106.70,103.70,104.75,104.784035727045373347,1399500,6632,146645258.00,328990,23.51,3.00,-1.95
31-May-2021,104.30,106.95,103.85,106.40,105.800651197243200592,1552525,7324,164258156.00,218242,14.06,3.10,2.10
28-May-2021,107.40,107.50,105.10,105.35,105.990427867718870520,1122216,7222,118944154.00,281856,25.12,2.40,-2.05
27-May-2021,106.65,106.95,104.95,106.25,105.915733380806563641,1426769,6037,151117285.00,224244,15.72,2.00,-0.40
26-May-2021,108.50,108.50,105.80,106.10,106.949579465633452079,1422357,6523,152120483.00,257511,18.10,2.70,-2.40
25-May-2021,108.20,109.30,106.70,107.40,108.137761438997347117,3406483,18202,368369446.00,1190430,34.95,2.60,-0.80
24-May-2021,105.85,107.95,104.60,107.35,106.520041689895048113,2062850,8008,219734868.00,377098,18.28,3.35,1.50
21-May-2021,104.40,106.00,103.35,104.90,105.011931780219022309,1391913,6241,146167473.00,226557,16.28,2.65,0.50
20-May-2021,105.00,105.45,102.45,102.90,103.403633311833001055,1091456,5362,112860516.00,220084,20.16,3.00,-2.10
19-May-2021,105.55,107.00,104.00,104.25,105.501336840135452795,1560396,6962,164623864.00,262782,16.84,3.00,-1.30
18-May-2021,104.70,107.35,104.70,105.35,105.786991200807151102,2119058,8795,224168770.00,275697,13.01,2.65,0.65
17-May-2021,102.80,104.25,101.70,103.40,102.772334927831750299,2573223,11714,264456136.00,376052,14.61,2.55,0.60
14-May-2021,106.55,107.95,101.05,101.45,102.739320372602924830,5209943,18173,535266003.00,972084,18.66,6.90,-5.10
12-May-2021,110.75,110.75,105.15,106.55,107.313569175681742129,4129934,12598,443197958.00,616082,14.92,5.60,-4.20
11-May-2021,109.25,111.15,107.10,109.25,109.508797654433087833,6184944,29139,677305781.00,1802727,29.15,4.05,0.00
10-May-2021,104.00,110.70,103.35,110.00,107.037029518258240260,4438270,17524,475059237.00,862761,19.44,7.35,6.00
7-May-2021,104.00,104.00,102.20,102.65,102.857698559479978348,2518049,13439,259000725.00,835298,33.17,1.80,-1.35
6-May-2021,102.90,104.60,101.60,102.90,103.025476208647835046,2070206,7205,213283959.00,344916,16.66,3.00,0.00
5-May-2021,102.85,102.90,100.30,102.00,101.558067035478710296,1533934,5380,155783372.00,207296,13.51,2.60,-0.85
4-May-2021,100.85,103.35,100.00,100.95,101.935877419083728803,4925987,22620,502134807.00,1603608,32.55,3.35,0.10
3-May-2021,98.75,100.35,96.30,99.85,98.438471039629980027,2283120,8698,224746842.00,280762,12.30,4.05,1.10
